@colour Calc,@drill Down,@Label,DEPENDENCY_NAME,DRILL_DOWN_FLAG,END_NODE_ID,FINAL_OBJECT,Null Highlight,OBJECT_NAME,PATH,Show PAth,START_NODE_ID,@Curve,@Sigmoid Curve,@X Axis,DEPENDENCY_TYPE,END_NODE_LEVEL,Range,START_NODE_LEVEL
Null,Drill Down,,Node4.3,真,-3,Node0,,Node3.3,0|-2|-3|-3|-3,偽,-3,-3,0.037326887,32.75,0,5,-3.25,4
Null,Drill Down,,Node4.2,真,-4,Node0,,Node3.2,0|-2|-3|-4|-4,偽,-4,-4,0.037326887,32.75,0,5,-3.25,4
Null,Drill Down,,Node4.1,真,-5,Node0,,Node3.1,0|-2|-3|-5|-5,偽,-5,-5,0.037326887,32.75,0,5,-3.25,4
Null,,,Node3.5,偽,-1,Node0,,Node2.1,0|-2|-3|-1,偽,-3,-2.925346225,0.037326887,20.75,0,4,-3.25,3
Null,Drill Down,,Node3.4,真,-2,Node0,,Node2.1,0|-2|-3|-2,偽,-3,-2.962673113,0.037326887,20.75,0,4,-3.25,3
Null,Drill Down,,Node3.3,真,-3,Node0,,Node2.1,0|-2|-3|-3,偽,-3,-3,0.037326887,20.75,0,4,-3.25,3
Null,Drill Down,,Node3.2,真,-4,Node0,,Node2.1,0|-2|-3|-4,偽,-3,-3.037326887,0.037326887,20.75,0,4,-3.25,3
Null,Drill Down,,Node3.1,真,-5,Node0,,Node2.1,0|-2|-3|-5,偽,-3,-3.074653775,0.037326887,20.75,0,4,-3.25,3
Null,,,Node2.2,偽,-2,Node0,,Node1.1,0|-2|-2,偽,-2,-2,0.037326887,8.75,0,3,-3.25,2
Null,Drill Down,,Node2.1,真,-3,Node0,,Node1.1,0|-2|-3,偽,-2,-2.037326887,0.037326887,8.75,0,3,-3.25,2
Null,,,Node1.5,偽,2,Node0,,Node0,0|2,真,0,0.074653775,0.037326887,-3.25,0,2,-3.25,1
Null,,,Node1.4,偽,1,Node0,,Node0,0|1,真,0,0.037326887,0.037326887,-3.25,0,2,-3.25,1
Null,,,Node1.3,偽,0,Node0,,Node0,0|0,真,0,0,0.037326887,-3.25,0,2,-3.25,1
Null,,,Node1.2,偽,-1,Node0,,Node0,0|-1,真,0,-0.037326887,0.037326887,-3.25,0,2,-3.25,1
Null,Drill Down,,Node1.1,真,-2,Node0,,Node0,0|-2,真,0,-0.074653775,0.037326887,-3.25,0,2,-3.25,1
Null,,,Node6.8,偽,-3,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-3,偽,-3,-3,0.047425873,57,0,7,-3,6
Null,,,Node6.7,偽,-4,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-4,偽,-3,-3.047425873,0.047425873,57,0,7,-3,6
Null,,,Node6.6,偽,-4,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-4,偽,-4,-4,0.047425873,57,0,7,-3,6
Null,,,Node6.5,偽,-5,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-5,偽,-4,-4.047425873,0.047425873,57,0,7,-3,6
Null,,,Node6.4,偽,-5,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-5,偽,-5,-5,0.047425873,57,0,7,-3,6
Null,,,Node6.3,偽,-6,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-6,偽,-5,-5.047425873,0.047425873,57,0,7,-3,6
Null,,,Node6.2,偽,-6,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-6,偽,-6,-6,0.047425873,57,0,7,-3,6
Null,,,Node6.1,偽,-7,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-7,偽,-6,-6.047425873,0.047425873,57,0,7,-3,6
Null,,,Node5.8,偽,-2,Node0,,Node4.4,0|-2|-3|-2|-2|-2,偽,-2,-2,0.047425873,45,0,6,-3,5
Null,Drill Down,,Node5.7,真,-3,Node0,,Node4.4,0|-2|-3|-2|-2|-3,偽,-2,-2.047425873,0.047425873,45,0,6,-3,5
Null,,,Node5.6,偽,-3,Node0,,Node4.3,0|-2|-3|-3|-3|-3,偽,-3,-3,0.047425873,45,0,6,-3,5
Null,Drill Down,,Node5.5,真,-4,Node0,,Node4.3,0|-2|-3|-3|-3|-4,偽,-3,-3.047425873,0.047425873,45,0,6,-3,5
Null,,,Node5.4,偽,-4,Node0,,Node4.2,0|-2|-3|-4|-4|-4,偽,-4,-4,0.047425873,45,0,6,-3,5
Null,Drill Down,,Node5.3,真,-5,Node0,,Node4.2,0|-2|-3|-4|-4|-5,偽,-4,-4.047425873,0.047425873,45,0,6,-3,5
Null,,,Node5.2,偽,-5,Node0,,Node4.1,0|-2|-3|-5|-5|-5,偽,-5,-5,0.047425873,45,0,6,-3,5
Null,Drill Down,,Node5.1,真,-6,Node0,,Node4.1,0|-2|-3|-5|-5|-6,偽,-5,-5.047425873,0.047425873,45,0,6,-3,5
Null,Drill Down,,Node4.4,真,-2,Node0,,Node3.4,0|-2|-3|-2|-2,偽,-2,-2,0.047425873,33,0,5,-3,4
Null,Drill Down,,Node4.3,真,-3,Node0,,Node3.3,0|-2|-3|-3|-3,偽,-3,-3,0.047425873,33,0,5,-3,4
Null,Drill Down,,Node4.2,真,-4,Node0,,Node3.2,0|-2|-3|-4|-4,偽,-4,-4,0.047425873,33,0,5,-3,4
Null,Drill Down,,Node4.1,真,-5,Node0,,Node3.1,0|-2|-3|-5|-5,偽,-5,-5,0.047425873,33,0,5,-3,4
Null,,,Node3.5,偽,-1,Node0,,Node2.1,0|-2|-3|-1,偽,-3,-2.905148254,0.047425873,21,0,4,-3,3
Null,Drill Down,,Node3.4,真,-2,Node0,,Node2.1,0|-2|-3|-2,偽,-3,-2.952574127,0.047425873,21,0,4,-3,3
Null,Drill Down,,Node3.3,真,-3,Node0,,Node2.1,0|-2|-3|-3,偽,-3,-3,0.047425873,21,0,4,-3,3
Null,Drill Down,,Node3.2,真,-4,Node0,,Node2.1,0|-2|-3|-4,偽,-3,-3.047425873,0.047425873,21,0,4,-3,3
Null,Drill Down,,Node3.1,真,-5,Node0,,Node2.1,0|-2|-3|-5,偽,-3,-3.094851746,0.047425873,21,0,4,-3,3
Null,,,Node2.2,偽,-2,Node0,,Node1.1,0|-2|-2,偽,-2,-2,0.047425873,9,0,3,-3,2
Null,Drill Down,,Node2.1,真,-3,Node0,,Node1.1,0|-2|-3,偽,-2,-2.047425873,0.047425873,9,0,3,-3,2
Null,,,Node1.5,偽,2,Node0,,Node0,0|2,真,0,0.094851746,0.047425873,-3,0,2,-3,1
Null,,,Node1.4,偽,1,Node0,,Node0,0|1,真,0,0.047425873,0.047425873,-3,0,2,-3,1
Null,,,Node1.3,偽,0,Node0,,Node0,0|0,真,0,0,0.047425873,-3,0,2,-3,1
Null,,,Node1.2,偽,-1,Node0,,Node0,0|-1,真,0,-0.047425873,0.047425873,-3,0,2,-3,1
Null,Drill Down,,Node1.1,真,-2,Node0,,Node0,0|-2,真,0,-0.094851746,0.047425873,-3,0,2,-3,1
Null,,,Node6.8,偽,-3,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-3,偽,-3,-3,0.060086650,57.25,0,7,-2.75,6
Null,,,Node6.7,偽,-4,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-4,偽,-3,-3.060086650,0.060086650,57.25,0,7,-2.75,6
Null,,,Node6.6,偽,-4,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-4,偽,-4,-4,0.060086650,57.25,0,7,-2.75,6
Null,,,Node6.5,偽,-5,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-5,偽,-4,-4.060086650,0.060086650,57.25,0,7,-2.75,6
Null,,,Node6.4,偽,-5,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-5,偽,-5,-5,0.060086650,57.25,0,7,-2.75,6
Null,,,Node6.3,偽,-6,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-6,偽,-5,-5.060086650,0.060086650,57.25,0,7,-2.75,6
Null,,,Node6.2,偽,-6,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-6,偽,-6,-6,0.060086650,57.25,0,7,-2.75,6
Null,,,Node6.1,偽,-7,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-7,偽,-6,-6.060086650,0.060086650,57.25,0,7,-2.75,6
Null,,,Node5.8,偽,-2,Node0,,Node4.4,0|-2|-3|-2|-2|-2,偽,-2,-2,0.060086650,45.25,0,6,-2.75,5
Null,Drill Down,,Node5.7,真,-3,Node0,,Node4.4,0|-2|-3|-2|-2|-3,偽,-2,-2.060086650,0.060086650,45.25,0,6,-2.75,5
Null,,,Node5.6,偽,-3,Node0,,Node4.3,0|-2|-3|-3|-3|-3,偽,-3,-3,0.060086650,45.25,0,6,-2.75,5
Null,Drill Down,,Node5.5,真,-4,Node0,,Node4.3,0|-2|-3|-3|-3|-4,偽,-3,-3.060086650,0.060086650,45.25,0,6,-2.75,5
Null,,,Node5.4,偽,-4,Node0,,Node4.2,0|-2|-3|-4|-4|-4,偽,-4,-4,0.060086650,45.25,0,6,-2.75,5
Null,Drill Down,,Node5.3,真,-5,Node0,,Node4.2,0|-2|-3|-4|-4|-5,偽,-4,-4.060086650,0.060086650,45.25,0,6,-2.75,5
Null,,,Node5.2,偽,-5,Node0,,Node4.1,0|-2|-3|-5|-5|-5,偽,-5,-5,0.060086650,45.25,0,6,-2.75,5
Null,Drill Down,,Node5.1,真,-6,Node0,,Node4.1,0|-2|-3|-5|-5|-6,偽,-5,-5.060086650,0.060086650,45.25,0,6,-2.75,5
Null,Drill Down,,Node4.4,真,-2,Node0,,Node3.4,0|-2|-3|-2|-2,偽,-2,-2,0.060086650,33.25,0,5,-2.75,4
Null,Drill Down,,Node4.3,真,-3,Node0,,Node3.3,0|-2|-3|-3|-3,偽,-3,-3,0.060086650,33.25,0,5,-2.75,4
Null,Drill Down,,Node4.2,真,-4,Node0,,Node3.2,0|-2|-3|-4|-4,偽,-4,-4,0.060086650,33.25,0,5,-2.75,4
Null,Drill Down,,Node4.1,真,-5,Node0,,Node3.1,0|-2|-3|-5|-5,偽,-5,-5,0.060086650,33.25,0,5,-2.75,4
Null,,,Node3.5,偽,-1,Node0,,Node2.1,0|-2|-3|-1,偽,-3,-2.879826700,0.060086650,21.25,0,4,-2.75,3
Null,Drill Down,,Node3.4,真,-2,Node0,,Node2.1,0|-2|-3|-2,偽,-3,-2.939913350,0.060086650,21.25,0,4,-2.75,3
Null,Drill Down,,Node3.3,真,-3,Node0,,Node2.1,0|-2|-3|-3,偽,-3,-3,0.060086650,21.25,0,4,-2.75,3
Null,Drill Down,,Node3.2,真,-4,Node0,,Node2.1,0|-2|-3|-4,偽,-3,-3.060086650,0.060086650,21.25,0,4,-2.75,3
Null,Drill Down,,Node3.1,真,-5,Node0,,Node2.1,0|-2|-3|-5,偽,-3,-3.120173300,0.060086650,21.25,0,4,-2.75,3
Null,,,Node2.2,偽,-2,Node0,,Node1.1,0|-2|-2,偽,-2,-2,0.060086650,9.25,0,3,-2.75,2
Null,Drill Down,,Node2.1,真,-3,Node0,,Node1.1,0|-2|-3,偽,-2,-2.060086650,0.060086650,9.25,0,3,-2.75,2
Null,,,Node1.5,偽,2,Node0,,Node0,0|2,真,0,0.120173300,0.060086650,-2.75,0,2,-2.75,1
Null,,,Node1.4,偽,1,Node0,,Node0,0|1,真,0,0.060086650,0.060086650,-2.75,0,2,-2.75,1
Null,,,Node1.3,偽,0,Node0,,Node0,0|0,真,0,0,0.060086650,-2.75,0,2,-2.75,1
Null,,,Node1.2,偽,-1,Node0,,Node0,0|-1,真,0,-0.060086650,0.060086650,-2.75,0,2,-2.75,1
Null,Drill Down,,Node1.1,真,-2,Node0,,Node0,0|-2,真,0,-0.120173300,0.060086650,-2.75,0,2,-2.75,1
Null,,,Node6.8,偽,-3,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-3,偽,-3,-3,0.075858180,57.5,0,7,-2.5,6
Null,,,Node6.7,偽,-4,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-4,偽,-3,-3.075858180,0.075858180,57.5,0,7,-2.5,6
Null,,,Node6.6,偽,-4,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-4,偽,-4,-4,0.075858180,57.5,0,7,-2.5,6
Null,,,Node6.5,偽,-5,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-5,偽,-4,-4.075858180,0.075858180,57.5,0,7,-2.5,6
Null,,,Node6.4,偽,-5,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-5,偽,-5,-5,0.075858180,57.5,0,7,-2.5,6
Null,,,Node6.3,偽,-6,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-6,偽,-5,-5.075858180,0.075858180,57.5,0,7,-2.5,6
Null,,,Node6.2,偽,-6,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-6,偽,-6,-6,0.075858180,57.5,0,7,-2.5,6
Null,,,Node6.1,偽,-7,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-7,偽,-6,-6.075858180,0.075858180,57.5,0,7,-2.5,6
Null,,,Node5.8,偽,-2,Node0,,Node4.4,0|-2|-3|-2|-2|-2,偽,-2,-2,0.075858180,45.5,0,6,-2.5,5
Null,Drill Down,,Node5.7,真,-3,Node0,,Node4.4,0|-2|-3|-2|-2|-3,偽,-2,-2.075858180,0.075858180,45.5,0,6,-2.5,5
Null,,,Node5.6,偽,-3,Node0,,Node4.3,0|-2|-3|-3|-3|-3,偽,-3,-3,0.075858180,45.5,0,6,-2.5,5
Null,Drill Down,,Node5.5,真,-4,Node0,,Node4.3,0|-2|-3|-3|-3|-4,偽,-3,-3.075858180,0.075858180,45.5,0,6,-2.5,5
Null,,,Node5.4,偽,-4,Node0,,Node4.2,0|-2|-3|-4|-4|-4,偽,-4,-4,0.075858180,45.5,0,6,-2.5,5
Null,Drill Down,,Node5.3,真,-5,Node0,,Node4.2,0|-2|-3|-4|-4|-5,偽,-4,-4.075858180,0.075858180,45.5,0,6,-2.5,5
Null,,,Node5.2,偽,-5,Node0,,Node4.1,0|-2|-3|-5|-5|-5,偽,-5,-5,0.075858180,45.5,0,6,-2.5,5
Null,Drill Down,,Node5.1,真,-6,Node0,,Node4.1,0|-2|-3|-5|-5|-6,偽,-5,-5.075858180,0.075858180,45.5,0,6,-2.5,5
Null,Drill Down,,Node4.4,真,-2,Node0,,Node3.4,0|-2|-3|-2|-2,偽,-2,-2,0.075858180,33.5,0,5,-2.5,4
Null,Drill Down,,Node4.3,真,-3,Node0,,Node3.3,0|-2|-3|-3|-3,偽,-3,-3,0.075858180,33.5,0,5,-2.5,4
Null,Drill Down,,Node4.2,真,-4,Node0,,Node3.2,0|-2|-3|-4|-4,偽,-4,-4,0.075858180,33.5,0,5,-2.5,4
Null,Drill Down,,Node4.1,真,-5,Node0,,Node3.1,0|-2|-3|-5|-5,偽,-5,-5,0.075858180,33.5,0,5,-2.5,4
Null,,,Node3.5,偽,-1,Node0,,Node2.1,0|-2|-3|-1,偽,-3,-2.848283640,0.075858180,21.5,0,4,-2.5,3
Null,Drill Down,,Node3.4,真,-2,Node0,,Node2.1,0|-2|-3|-2,偽,-3,-2.924141820,0.075858180,21.5,0,4,-2.5,3
Null,Drill Down,,Node3.3,真,-3,Node0,,Node2.1,0|-2|-3|-3,偽,-3,-3,0.075858180,21.5,0,4,-2.5,3
Null,Drill Down,,Node3.2,真,-4,Node0,,Node2.1,0|-2|-3|-4,偽,-3,-3.075858180,0.075858180,21.5,0,4,-2.5,3
Null,Drill Down,,Node3.1,真,-5,Node0,,Node2.1,0|-2|-3|-5,偽,-3,-3.151716360,0.075858180,21.5,0,4,-2.5,3
Null,,,Node2.2,偽,-2,Node0,,Node1.1,0|-2|-2,偽,-2,-2,0.075858180,9.5,0,3,-2.5,2
Null,Drill Down,,Node2.1,真,-3,Node0,,Node1.1,0|-2|-3,偽,-2,-2.075858180,0.075858180,9.5,0,3,-2.5,2
Null,,,Node1.5,偽,2,Node0,,Node0,0|2,真,0,0.151716360,0.075858180,-2.5,0,2,-2.5,1
Null,,,Node1.4,偽,1,Node0,,Node0,0|1,真,0,0.075858180,0.075858180,-2.5,0,2,-2.5,1
Null,,,Node1.3,偽,0,Node0,,Node0,0|0,真,0,0,0.075858180,-2.5,0,2,-2.5,1
Null,,,Node1.2,偽,-1,Node0,,Node0,0|-1,真,0,-0.075858180,0.075858180,-2.5,0,2,-2.5,1
Null,Drill Down,,Node1.1,真,-2,Node0,,Node0,0|-2,真,0,-0.151716360,0.075858180,-2.5,0,2,-2.5,1
Null,,,Node6.8,偽,-3,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-3,偽,-3,-3,0.095349465,57.75,0,7,-2.25,6
Null,,,Node6.7,偽,-4,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-4,偽,-3,-3.095349465,0.095349465,57.75,0,7,-2.25,6
Null,,,Node6.6,偽,-4,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-4,偽,-4,-4,0.095349465,57.75,0,7,-2.25,6
Null,,,Node6.5,偽,-5,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-5,偽,-4,-4.095349465,0.095349465,57.75,0,7,-2.25,6
Null,,,Node6.4,偽,-5,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-5,偽,-5,-5,0.095349465,57.75,0,7,-2.25,6
Null,,,Node6.3,偽,-6,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-6,偽,-5,-5.095349465,0.095349465,57.75,0,7,-2.25,6
Null,,,Node6.2,偽,-6,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-6,偽,-6,-6,0.095349465,57.75,0,7,-2.25,6
Null,,,Node6.1,偽,-7,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-7,偽,-6,-6.095349465,0.095349465,57.75,0,7,-2.25,6
Null,,,Node5.8,偽,-2,Node0,,Node4.4,0|-2|-3|-2|-2|-2,偽,-2,-2,0.095349465,45.75,0,6,-2.25,5
Null,Drill Down,,Node5.7,真,-3,Node0,,Node4.4,0|-2|-3|-2|-2|-3,偽,-2,-2.095349465,0.095349465,45.75,0,6,-2.25,5
Null,,,Node5.6,偽,-3,Node0,,Node4.3,0|-2|-3|-3|-3|-3,偽,-3,-3,0.095349465,45.75,0,6,-2.25,5
Null,Drill Down,,Node5.5,真,-4,Node0,,Node4.3,0|-2|-3|-3|-3|-4,偽,-3,-3.095349465,0.095349465,45.75,0,6,-2.25,5
Null,,,Node5.4,偽,-4,Node0,,Node4.2,0|-2|-3|-4|-4|-4,偽,-4,-4,0.095349465,45.75,0,6,-2.25,5
Null,Drill Down,,Node5.3,真,-5,Node0,,Node4.2,0|-2|-3|-4|-4|-5,偽,-4,-4.095349465,0.095349465,45.75,0,6,-2.25,5
Null,,,Node5.2,偽,-5,Node0,,Node4.1,0|-2|-3|-5|-5|-5,偽,-5,-5,0.095349465,45.75,0,6,-2.25,5
Null,Drill Down,,Node5.1,真,-6,Node0,,Node4.1,0|-2|-3|-5|-5|-6,偽,-5,-5.095349465,0.095349465,45.75,0,6,-2.25,5
Null,Drill Down,,Node4.4,真,-2,Node0,,Node3.4,0|-2|-3|-2|-2,偽,-2,-2,0.095349465,33.75,0,5,-2.25,4
Null,Drill Down,,Node4.3,真,-3,Node0,,Node3.3,0|-2|-3|-3|-3,偽,-3,-3,0.095349465,33.75,0,5,-2.25,4
Null,Drill Down,,Node4.2,真,-4,Node0,,Node3.2,0|-2|-3|-4|-4,偽,-4,-4,0.095349465,33.75,0,5,-2.25,4
Null,Drill Down,,Node4.1,真,-5,Node0,,Node3.1,0|-2|-3|-5|-5,偽,-5,-5,0.095349465,33.75,0,5,-2.25,4
Null,,,Node3.5,偽,-1,Node0,,Node2.1,0|-2|-3|-1,偽,-3,-2.809301070,0.095349465,21.75,0,4,-2.25,3
Null,Drill Down,,Node3.4,真,-2,Node0,,Node2.1,0|-2|-3|-2,偽,-3,-2.904650535,0.095349465,21.75,0,4,-2.25,3
Null,Drill Down,,Node3.3,真,-3,Node0,,Node2.1,0|-2|-3|-3,偽,-3,-3,0.095349465,21.75,0,4,-2.25,3
Null,Drill Down,,Node3.2,真,-4,Node0,,Node2.1,0|-2|-3|-4,偽,-3,-3.095349465,0.095349465,21.75,0,4,-2.25,3
Null,Drill Down,,Node3.1,真,-5,Node0,,Node2.1,0|-2|-3|-5,偽,-3,-3.190698930,0.095349465,21.75,0,4,-2.25,3
Null,,,Node2.2,偽,-2,Node0,,Node1.1,0|-2|-2,偽,-2,-2,0.095349465,9.75,0,3,-2.25,2
Null,Drill Down,,Node2.1,真,-3,Node0,,Node1.1,0|-2|-3,偽,-2,-2.095349465,0.095349465,9.75,0,3,-2.25,2
Null,,,Node1.5,偽,2,Node0,,Node0,0|2,真,0,0.190698930,0.095349465,-2.25,0,2,-2.25,1
Null,,,Node1.4,偽,1,Node0,,Node0,0|1,真,0,0.095349465,0.095349465,-2.25,0,2,-2.25,1
Null,,,Node1.3,偽,0,Node0,,Node0,0|0,真,0,0,0.095349465,-2.25,0,2,-2.25,1
Null,,,Node1.2,偽,-1,Node0,,Node0,0|-1,真,0,-0.095349465,0.095349465,-2.25,0,2,-2.25,1
Null,Drill Down,,Node1.1,真,-2,Node0,,Node0,0|-2,真,0,-0.190698930,0.095349465,-2.25,0,2,-2.25,1
Null,,,Node6.8,偽,-3,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-3,偽,-3,-3,0.119202922,58,0,7,-2,6
Null,,,Node6.7,偽,-4,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-4,偽,-3,-3.119202922,0.119202922,58,0,7,-2,6
Null,,,Node6.6,偽,-4,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-4,偽,-4,-4,0.119202922,58,0,7,-2,6
Null,,,Node6.5,偽,-5,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-5,偽,-4,-4.119202922,0.119202922,58,0,7,-2,6
Null,,,Node6.4,偽,-5,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-5,偽,-5,-5,0.119202922,58,0,7,-2,6
Null,,,Node6.3,偽,-6,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-6,偽,-5,-5.119202922,0.119202922,58,0,7,-2,6
Null,,,Node6.2,偽,-6,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-6,偽,-6,-6,0.119202922,58,0,7,-2,6
Null,,,Node6.1,偽,-7,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-7,偽,-6,-6.119202922,0.119202922,58,0,7,-2,6
Null,,,Node5.8,偽,-2,Node0,,Node4.4,0|-2|-3|-2|-2|-2,偽,-2,-2,0.119202922,46,0,6,-2,5
Null,Drill Down,,Node5.7,真,-3,Node0,,Node4.4,0|-2|-3|-2|-2|-3,偽,-2,-2.119202922,0.119202922,46,0,6,-2,5
Null,,,Node5.6,偽,-3,Node0,,Node4.3,0|-2|-3|-3|-3|-3,偽,-3,-3,0.119202922,46,0,6,-2,5
Null,Drill Down,,Node5.5,真,-4,Node0,,Node4.3,0|-2|-3|-3|-3|-4,偽,-3,-3.119202922,0.119202922,46,0,6,-2,5
Null,,,Node5.4,偽,-4,Node0,,Node4.2,0|-2|-3|-4|-4|-4,偽,-4,-4,0.119202922,46,0,6,-2,5
Null,Drill Down,,Node5.3,真,-5,Node0,,Node4.2,0|-2|-3|-4|-4|-5,偽,-4,-4.119202922,0.119202922,46,0,6,-2,5
Null,,,Node5.2,偽,-5,Node0,,Node4.1,0|-2|-3|-5|-5|-5,偽,-5,-5,0.119202922,46,0,6,-2,5
Null,Drill Down,,Node5.1,真,-6,Node0,,Node4.1,0|-2|-3|-5|-5|-6,偽,-5,-5.119202922,0.119202922,46,0,6,-2,5
Null,Drill Down,,Node4.4,真,-2,Node0,,Node3.4,0|-2|-3|-2|-2,偽,-2,-2,0.119202922,34,0,5,-2,4
Null,Drill Down,,Node4.3,真,-3,Node0,,Node3.3,0|-2|-3|-3|-3,偽,-3,-3,0.119202922,34,0,5,-2,4
Null,Drill Down,,Node4.2,真,-4,Node0,,Node3.2,0|-2|-3|-4|-4,偽,-4,-4,0.119202922,34,0,5,-2,4
Null,Drill Down,,Node4.1,真,-5,Node0,,Node3.1,0|-2|-3|-5|-5,偽,-5,-5,0.119202922,34,0,5,-2,4
Null,,,Node3.5,偽,-1,Node0,,Node2.1,0|-2|-3|-1,偽,-3,-2.761594156,0.119202922,22,0,4,-2,3
Null,Drill Down,,Node3.4,真,-2,Node0,,Node2.1,0|-2|-3|-2,偽,-3,-2.880797078,0.119202922,22,0,4,-2,3
Null,Drill Down,,Node3.3,真,-3,Node0,,Node2.1,0|-2|-3|-3,偽,-3,-3,0.119202922,22,0,4,-2,3
Null,Drill Down,,Node3.2,真,-4,Node0,,Node2.1,0|-2|-3|-4,偽,-3,-3.119202922,0.119202922,22,0,4,-2,3
Null,Drill Down,,Node3.1,真,-5,Node0,,Node2.1,0|-2|-3|-5,偽,-3,-3.238405844,0.119202922,22,0,4,-2,3
Null,,,Node2.2,偽,-2,Node0,,Node1.1,0|-2|-2,偽,-2,-2,0.119202922,10,0,3,-2,2
Null,Drill Down,,Node2.1,真,-3,Node0,,Node1.1,0|-2|-3,偽,-2,-2.119202922,0.119202922,10,0,3,-2,2
Null,,,Node1.5,偽,2,Node0,,Node0,0|2,真,0,0.238405844,0.119202922,-2,0,2,-2,1
Null,,,Node1.4,偽,1,Node0,,Node0,0|1,真,0,0.119202922,0.119202922,-2,0,2,-2,1
Null,,,Node1.3,偽,0,Node0,,Node0,0|0,真,0,0,0.119202922,-2,0,2,-2,1
Null,,,Node1.2,偽,-1,Node0,,Node0,0|-1,真,0,-0.119202922,0.119202922,-2,0,2,-2,1
Null,Drill Down,,Node1.1,真,-2,Node0,,Node0,0|-2,真,0,-0.238405844,0.119202922,-2,0,2,-2,1
Null,,,Node6.8,偽,-3,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-3,偽,-3,-3,0.148047198,58.25,0,7,-1.75,6
Null,,,Node6.7,偽,-4,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-4,偽,-3,-3.148047198,0.148047198,58.25,0,7,-1.75,6
Null,,,Node6.6,偽,-4,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-4,偽,-4,-4,0.148047198,58.25,0,7,-1.75,6
Null,,,Node6.5,偽,-5,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-5,偽,-4,-4.148047198,0.148047198,58.25,0,7,-1.75,6
Null,,,Node6.4,偽,-5,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-5,偽,-5,-5,0.148047198,58.25,0,7,-1.75,6
Null,,,Node6.3,偽,-6,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-6,偽,-5,-5.148047198,0.148047198,58.25,0,7,-1.75,6
Null,,,Node6.2,偽,-6,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-6,偽,-6,-6,0.148047198,58.25,0,7,-1.75,6
Null,,,Node6.1,偽,-7,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-7,偽,-6,-6.148047198,0.148047198,58.25,0,7,-1.75,6
Null,,,Node5.8,偽,-2,Node0,,Node4.4,0|-2|-3|-2|-2|-2,偽,-2,-2,0.148047198,46.25,0,6,-1.75,5
Null,Drill Down,,Node5.7,真,-3,Node0,,Node4.4,0|-2|-3|-2|-2|-3,偽,-2,-2.148047198,0.148047198,46.25,0,6,-1.75,5
Null,,,Node5.6,偽,-3,Node0,,Node4.3,0|-2|-3|-3|-3|-3,偽,-3,-3,0.148047198,46.25,0,6,-1.75,5
Null,Drill Down,,Node5.5,真,-4,Node0,,Node4.3,0|-2|-3|-3|-3|-4,偽,-3,-3.148047198,0.148047198,46.25,0,6,-1.75,5
